[16:47:52.349] [INFO   ] thread main starting.
[16:47:52.354] [SEVERE ] cannot read configuration file config.properties trying from resources.
[16:47:52.356] [SEVERE ] configuration file was loaded from resources directory.
[16:47:52.709] [INFO   ] thread dealer starting.
[16:47:58.731] [SEVERE ] updating countdown to 53983
[16:47:58.756] [SEVERE ] updating countdown to 53958
[16:47:58.779] [SEVERE ] updating countdown to 53935
[16:47:58.805] [SEVERE ] updating countdown to 53909
[16:47:58.833] [SEVERE ] updating countdown to 53881
[16:47:58.885] [SEVERE ] updating countdown to 53829
[16:47:58.907] [SEVERE ] updating countdown to 53807
[16:47:58.929] [SEVERE ] updating countdown to 53785
[16:47:58.956] [SEVERE ] updating countdown to 53758
[16:47:58.977] [SEVERE ] updating countdown to 53737
[16:47:59.001] [SEVERE ] updating countdown to 53713
[16:47:59.024] [SEVERE ] updating countdown to 53690
[16:47:59.048] [SEVERE ] updating countdown to 53666
[16:47:59.069] [SEVERE ] updating countdown to 53645
[16:47:59.092] [SEVERE ] updating countdown to 53622
[16:47:59.115] [SEVERE ] updating countdown to 53599
[16:47:59.137] [SEVERE ] updating countdown to 53577
[16:47:59.158] [SEVERE ] updating countdown to 53556
[16:47:59.181] [SEVERE ] updating countdown to 53533
[16:47:59.206] [SEVERE ] updating countdown to 53508
[16:47:59.229] [SEVERE ] updating countdown to 53485
[16:47:59.253] [SEVERE ] updating countdown to 53461
[16:47:59.276] [SEVERE ] updating countdown to 53438
[16:47:59.297] [SEVERE ] updating countdown to 53417
[16:47:59.318] [SEVERE ] updating countdown to 53396
[16:47:59.341] [SEVERE ] updating countdown to 53373
[16:47:59.365] [SEVERE ] updating countdown to 53349
[16:47:59.387] [SEVERE ] updating countdown to 53327
[16:47:59.413] [SEVERE ] updating countdown to 53301
[16:47:59.435] [SEVERE ] updating countdown to 53279
[16:47:59.460] [SEVERE ] updating countdown to 53254
[16:47:59.481] [SEVERE ] updating countdown to 53233
[16:47:59.502] [SEVERE ] updating countdown to 53212
[16:47:59.524] [SEVERE ] updating countdown to 53190
[16:47:59.547] [SEVERE ] updating countdown to 53167
[16:47:59.568] [SEVERE ] updating countdown to 53146
[16:47:59.589] [SEVERE ] updating countdown to 53125
[16:47:59.610] [SEVERE ] updating countdown to 53104
[16:47:59.631] [SEVERE ] updating countdown to 53083
[16:47:59.652] [SEVERE ] updating countdown to 53062
[16:47:59.677] [SEVERE ] updating countdown to 53037
[16:47:59.702] [SEVERE ] updating countdown to 53012
[16:47:59.723] [SEVERE ] updating countdown to 52991
[16:47:59.744] [SEVERE ] updating countdown to 52970
[16:47:59.769] [SEVERE ] updating countdown to 52945
[16:47:59.790] [SEVERE ] updating countdown to 52924
[16:47:59.811] [SEVERE ] updating countdown to 52903
[16:47:59.831] [SEVERE ] updating countdown to 52883
[16:47:59.855] [SEVERE ] updating countdown to 52859
[16:47:59.876] [SEVERE ] updating countdown to 52838
[16:47:59.898] [SEVERE ] updating countdown to 52816
[16:47:59.922] [SEVERE ] updating countdown to 52792
[16:47:59.943] [SEVERE ] updating countdown to 52771
[16:47:59.964] [SEVERE ] updating countdown to 52750
[16:47:59.987] [SEVERE ] updating countdown to 52727
[16:48:00.009] [SEVERE ] updating countdown to 52705
[16:48:00.031] [SEVERE ] updating countdown to 52683
[16:48:00.052] [SEVERE ] updating countdown to 52662
[16:48:00.073] [SEVERE ] updating countdown to 52641
[16:48:00.094] [SEVERE ] updating countdown to 52620
[16:48:00.116] [SEVERE ] updating countdown to 52598
[16:48:00.137] [SEVERE ] updating countdown to 52577
[16:48:00.158] [SEVERE ] updating countdown to 52556
[16:48:00.181] [SEVERE ] updating countdown to 52533
[16:48:00.202] [SEVERE ] updating countdown to 52512
[16:48:00.224] [SEVERE ] updating countdown to 52490
[16:48:00.246] [SEVERE ] updating countdown to 52468
[16:48:00.267] [SEVERE ] updating countdown to 52447
[16:48:00.289] [SEVERE ] updating countdown to 52425
[16:48:00.310] [SEVERE ] updating countdown to 52404
[16:48:00.331] [SEVERE ] updating countdown to 52383
[16:48:00.353] [SEVERE ] updating countdown to 52361
[16:48:00.375] [SEVERE ] updating countdown to 52339
[16:48:00.396] [SEVERE ] updating countdown to 52318
[16:48:00.418] [SEVERE ] updating countdown to 52296
[16:48:00.439] [SEVERE ] updating countdown to 52275
[16:48:00.460] [SEVERE ] updating countdown to 52254
[16:48:00.481] [SEVERE ] updating countdown to 52233
[16:48:00.504] [SEVERE ] updating countdown to 52210
[16:48:00.525] [SEVERE ] updating countdown to 52189
[16:48:00.546] [SEVERE ] updating countdown to 52168
[16:48:00.567] [SEVERE ] updating countdown to 52147
[16:48:00.594] [SEVERE ] updating countdown to 52120
[16:48:00.617] [SEVERE ] updating countdown to 52097
[16:48:00.638] [SEVERE ] updating countdown to 52076
[16:48:00.661] [SEVERE ] updating countdown to 52053
[16:48:00.683] [SEVERE ] updating countdown to 52031
[16:48:00.705] [SEVERE ] updating countdown to 52009
[16:48:00.726] [SEVERE ] updating countdown to 51988
[16:48:00.747] [SEVERE ] updating countdown to 51967
[16:48:00.768] [SEVERE ] updating countdown to 51946
[16:48:00.789] [SEVERE ] updating countdown to 51925
[16:48:00.811] [SEVERE ] updating countdown to 51903
[16:48:00.832] [SEVERE ] updating countdown to 51882
[16:48:00.857] [SEVERE ] updating countdown to 51857
[16:48:00.879] [SEVERE ] updating countdown to 51836
[16:48:00.900] [SEVERE ] updating countdown to 51814
[16:48:00.921] [SEVERE ] updating countdown to 51793
[16:48:00.942] [SEVERE ] updating countdown to 51772
[16:48:00.963] [SEVERE ] updating countdown to 51751
[16:48:00.984] [SEVERE ] updating countdown to 51730
[16:48:01.005] [SEVERE ] updating countdown to 51709
[16:48:01.026] [SEVERE ] updating countdown to 51688
[16:48:01.047] [SEVERE ] updating countdown to 51667
[16:48:01.069] [SEVERE ] updating countdown to 51645
[16:48:01.092] [SEVERE ] updating countdown to 51623
[16:48:01.117] [SEVERE ] updating countdown to 51597
[16:48:01.138] [SEVERE ] updating countdown to 51576
[16:48:01.160] [SEVERE ] updating countdown to 51554
[16:48:01.181] [SEVERE ] updating countdown to 51533
[16:48:01.203] [SEVERE ] updating countdown to 51511
[16:48:01.225] [SEVERE ] updating countdown to 51489
[16:48:01.250] [SEVERE ] updating countdown to 51464
[16:48:01.271] [SEVERE ] updating countdown to 51443
[16:48:01.293] [SEVERE ] updating countdown to 51421
[16:48:01.314] [SEVERE ] updating countdown to 51400
[16:48:01.335] [SEVERE ] updating countdown to 51379
[16:48:01.357] [SEVERE ] updating countdown to 51357
[16:48:01.378] [SEVERE ] updating countdown to 51336
[16:48:01.399] [SEVERE ] updating countdown to 51315
[16:48:01.424] [SEVERE ] updating countdown to 51290
[16:48:01.446] [SEVERE ] updating countdown to 51268
[16:48:01.470] [SEVERE ] updating countdown to 51244
[16:48:01.491] [SEVERE ] updating countdown to 51223
[16:48:01.515] [SEVERE ] updating countdown to 51199
[16:48:01.538] [SEVERE ] updating countdown to 51176
[16:48:01.560] [SEVERE ] updating countdown to 51154
[16:48:01.583] [SEVERE ] updating countdown to 51131
[16:48:01.604] [SEVERE ] updating countdown to 51110
[16:48:01.625] [SEVERE ] updating countdown to 51089
[16:48:01.647] [SEVERE ] updating countdown to 51067
[16:48:01.668] [SEVERE ] updating countdown to 51046
[16:48:01.692] [SEVERE ] updating countdown to 51022
[16:48:01.716] [SEVERE ] updating countdown to 50998
[16:48:01.732] [SEVERE ] key 81 was pressed by player 1
[16:48:01.733] [SEVERE ] player 1 placing token on slot 0
[16:48:01.737] [SEVERE ] updating countdown to 50977
[16:48:01.760] [SEVERE ] updating countdown to 50954
[16:48:01.783] [SEVERE ] updating countdown to 50931
[16:48:01.806] [SEVERE ] updating countdown to 50908
[16:48:01.828] [SEVERE ] updating countdown to 50886
[16:48:01.849] [SEVERE ] updating countdown to 50865
[16:48:01.874] [SEVERE ] updating countdown to 50840
[16:48:01.899] [SEVERE ] updating countdown to 50815
[16:48:01.923] [SEVERE ] updating countdown to 50791
[16:48:01.947] [SEVERE ] updating countdown to 50767
[16:48:01.969] [SEVERE ] updating countdown to 50745
[16:48:01.990] [SEVERE ] updating countdown to 50724
[16:48:02.011] [SEVERE ] updating countdown to 50703
[16:48:02.036] [SEVERE ] updating countdown to 50678
[16:48:02.061] [SEVERE ] updating countdown to 50653
[16:48:02.087] [SEVERE ] updating countdown to 50627
[16:48:02.113] [SEVERE ] updating countdown to 50601
[16:48:02.139] [SEVERE ] updating countdown to 50575
[16:48:02.160] [SEVERE ] updating countdown to 50554
[16:48:02.184] [SEVERE ] updating countdown to 50530
[16:48:02.210] [SEVERE ] updating countdown to 50504
[16:48:02.231] [SEVERE ] updating countdown to 50483
[16:48:02.254] [SEVERE ] updating countdown to 50460
[16:48:02.276] [SEVERE ] updating countdown to 50438
[16:48:02.297] [SEVERE ] updating countdown to 50417
[16:48:02.320] [SEVERE ] updating countdown to 50394
[16:48:02.348] [SEVERE ] updating countdown to 50366
[16:48:02.369] [SEVERE ] updating countdown to 50345
[16:48:02.393] [SEVERE ] updating countdown to 50321
[16:48:02.415] [SEVERE ] updating countdown to 50299
[16:48:02.438] [SEVERE ] updating countdown to 50276
[16:48:02.461] [SEVERE ] updating countdown to 50253
[16:48:02.483] [SEVERE ] updating countdown to 50231
[16:48:02.508] [SEVERE ] updating countdown to 50206
[16:48:02.532] [SEVERE ] updating countdown to 50182
[16:48:02.558] [SEVERE ] updating countdown to 50156
[16:48:02.581] [SEVERE ] updating countdown to 50133
[16:48:02.604] [SEVERE ] updating countdown to 50110
[16:48:02.625] [SEVERE ] updating countdown to 50089
[16:48:02.648] [SEVERE ] updating countdown to 50066
[16:48:02.674] [SEVERE ] updating countdown to 50040
[16:48:02.700] [SEVERE ] updating countdown to 50014
[16:48:02.723] [SEVERE ] updating countdown to 49991
[16:48:02.735] [SEVERE ] key 83 was pressed by player 1
[16:48:02.736] [SEVERE ] player 1 placing token on slot 5
[16:48:02.745] [SEVERE ] updating countdown to 49969
[16:48:02.768] [SEVERE ] updating countdown to 49946
[16:48:02.793] [SEVERE ] updating countdown to 49921
[16:48:02.817] [SEVERE ] updating countdown to 49897
[16:48:02.838] [SEVERE ] updating countdown to 49876
[16:48:02.859] [SEVERE ] updating countdown to 49855
[16:48:02.883] [SEVERE ] updating countdown to 49831
[16:48:02.908] [SEVERE ] updating countdown to 49806
[16:48:02.932] [SEVERE ] updating countdown to 49782
[16:48:02.955] [SEVERE ] updating countdown to 49759
[16:48:02.976] [SEVERE ] updating countdown to 49738
[16:48:02.998] [SEVERE ] updating countdown to 49716
[16:48:03.019] [SEVERE ] updating countdown to 49695
[16:48:03.045] [SEVERE ] updating countdown to 49669
[16:48:03.068] [SEVERE ] updating countdown to 49646
[16:48:03.093] [SEVERE ] updating countdown to 49621
[16:48:03.118] [SEVERE ] updating countdown to 49596
[16:48:03.142] [SEVERE ] updating countdown to 49572
[16:48:03.163] [SEVERE ] updating countdown to 49551
[16:48:03.186] [SEVERE ] updating countdown to 49528
[16:48:03.207] [SEVERE ] updating countdown to 49507
[16:48:03.228] [SEVERE ] updating countdown to 49486
[16:48:03.254] [SEVERE ] updating countdown to 49460
[16:48:03.277] [SEVERE ] updating countdown to 49437
[16:48:03.298] [SEVERE ] updating countdown to 49416
[16:48:03.319] [SEVERE ] updating countdown to 49395
[16:48:03.341] [SEVERE ] updating countdown to 49373
[16:48:03.362] [SEVERE ] updating countdown to 49352
[16:48:03.383] [SEVERE ] updating countdown to 49331
[16:48:03.405] [SEVERE ] updating countdown to 49309
[16:48:03.425] [SEVERE ] updating countdown to 49289
[16:48:03.446] [SEVERE ] updating countdown to 49268
[16:48:03.467] [SEVERE ] updating countdown to 49247
[16:48:03.488] [SEVERE ] updating countdown to 49226
[16:48:03.509] [SEVERE ] updating countdown to 49205
[16:48:03.530] [SEVERE ] updating countdown to 49184
[16:48:03.551] [SEVERE ] updating countdown to 49163
[16:48:03.572] [SEVERE ] updating countdown to 49142
[16:48:03.593] [SEVERE ] updating countdown to 49121
[16:48:03.614] [SEVERE ] updating countdown to 49100
[16:48:03.635] [SEVERE ] updating countdown to 49079
[16:48:03.656] [SEVERE ] updating countdown to 49058
[16:48:03.677] [SEVERE ] updating countdown to 49037
[16:48:03.698] [SEVERE ] updating countdown to 49016
[16:48:03.719] [SEVERE ] updating countdown to 48995
[16:48:03.740] [SEVERE ] updating countdown to 48974
[16:48:03.761] [SEVERE ] updating countdown to 48953
[16:48:03.782] [SEVERE ] updating countdown to 48932
[16:48:03.804] [SEVERE ] updating countdown to 48910
[16:48:03.825] [SEVERE ] updating countdown to 48889
[16:48:03.846] [SEVERE ] updating countdown to 48868
[16:48:03.868] [SEVERE ] updating countdown to 48846
[16:48:03.890] [SEVERE ] updating countdown to 48824
[16:48:03.911] [SEVERE ] updating countdown to 48803
[16:48:03.933] [SEVERE ] updating countdown to 48781
[16:48:03.955] [SEVERE ] updating countdown to 48759
[16:48:03.975] [SEVERE ] updating countdown to 48739
[16:48:03.996] [SEVERE ] updating countdown to 48718
[16:48:04.017] [SEVERE ] updating countdown to 48697
[16:48:04.038] [SEVERE ] updating countdown to 48676
[16:48:04.059] [SEVERE ] updating countdown to 48655
[16:48:04.080] [SEVERE ] updating countdown to 48634
[16:48:04.106] [SEVERE ] updating countdown to 48608
[16:48:04.132] [SEVERE ] updating countdown to 48582
[16:48:04.158] [SEVERE ] updating countdown to 48556
[16:48:04.181] [SEVERE ] updating countdown to 48533
[16:48:04.203] [SEVERE ] updating countdown to 48511
[16:48:04.225] [SEVERE ] updating countdown to 48489
[16:48:04.251] [SEVERE ] updating countdown to 48463
[16:48:04.275] [SEVERE ] updating countdown to 48439
[16:48:04.300] [SEVERE ] updating countdown to 48414
[16:48:04.321] [SEVERE ] updating countdown to 48393
[16:48:04.342] [SEVERE ] updating countdown to 48372
[16:48:04.363] [SEVERE ] updating countdown to 48351
[16:48:04.384] [SEVERE ] updating countdown to 48330
[16:48:04.405] [SEVERE ] updating countdown to 48309
[16:48:04.426] [SEVERE ] updating countdown to 48288
[16:48:04.447] [SEVERE ] updating countdown to 48267
[16:48:04.468] [SEVERE ] updating countdown to 48246
[16:48:04.489] [SEVERE ] updating countdown to 48225
[16:48:04.511] [SEVERE ] updating countdown to 48203
[16:48:04.533] [SEVERE ] updating countdown to 48181
[16:48:04.554] [SEVERE ] updating countdown to 48160
[16:48:04.576] [SEVERE ] updating countdown to 48138
[16:48:04.597] [SEVERE ] updating countdown to 48117
[16:48:04.618] [SEVERE ] updating countdown to 48096
[16:48:04.641] [SEVERE ] updating countdown to 48073
[16:48:04.664] [SEVERE ] updating countdown to 48050
[16:48:04.685] [SEVERE ] updating countdown to 48029
[16:48:04.711] [SEVERE ] updating countdown to 48003
[16:48:04.737] [SEVERE ] updating countdown to 47977
[16:48:04.758] [SEVERE ] updating countdown to 47956
[16:48:04.781] [SEVERE ] updating countdown to 47933
[16:48:04.803] [SEVERE ] updating countdown to 47911
[16:48:04.826] [SEVERE ] updating countdown to 47888
[16:48:04.848] [SEVERE ] updating countdown to 47866
[16:48:04.870] [SEVERE ] updating countdown to 47844
[16:48:04.893] [SEVERE ] updating countdown to 47821
[16:48:04.919] [SEVERE ] updating countdown to 47795
[16:48:04.942] [SEVERE ] updating countdown to 47772
[16:48:04.964] [SEVERE ] updating countdown to 47750
[16:48:04.985] [SEVERE ] updating countdown to 47729
[16:48:04.991] [SEVERE ] key 82 was pressed by player 1
[16:48:04.991] [SEVERE ] player 1 placing token on slot 3
[16:48:04.993] [SEVERE ] setting player 1 freeze to 3000
[16:48:05.005] [SEVERE ] updating countdown to 47709
[16:48:05.027] [SEVERE ] updating countdown to 47687
