[10:05:39.092] [INFO   ] thread main starting.
[10:05:39.098] [SEVERE ] cannot read configuration file config.properties trying from resources.
[10:05:39.101] [SEVERE ] configuration file was loaded from resources directory.
[10:05:43.603] [INFO   ] thread dealer starting.
[10:05:45.668] [SEVERE ] updating countdown to 57939
[10:05:45.695] [SEVERE ] updating countdown to 57912
[10:05:45.716] [SEVERE ] updating countdown to 57891
[10:05:45.739] [SEVERE ] updating countdown to 57868
[10:05:45.761] [SEVERE ] updating countdown to 57846
[10:05:45.786] [SEVERE ] updating countdown to 57821
[10:05:45.807] [SEVERE ] updating countdown to 57800
[10:05:45.829] [SEVERE ] updating countdown to 57778
[10:05:45.853] [SEVERE ] updating countdown to 57754
[10:05:45.874] [SEVERE ] updating countdown to 57733
[10:05:45.896] [SEVERE ] updating countdown to 57711
[10:05:45.922] [SEVERE ] updating countdown to 57685
[10:05:45.948] [SEVERE ] updating countdown to 57659
[10:05:45.973] [SEVERE ] updating countdown to 57634
[10:05:45.999] [SEVERE ] updating countdown to 57608
[10:05:46.021] [SEVERE ] updating countdown to 57586
[10:05:46.042] [SEVERE ] updating countdown to 57565
[10:05:46.064] [SEVERE ] updating countdown to 57543
[10:05:46.086] [SEVERE ] updating countdown to 57521
[10:05:46.107] [SEVERE ] updating countdown to 57500
[10:05:46.132] [SEVERE ] updating countdown to 57475
[10:05:46.156] [SEVERE ] updating countdown to 57451
[10:05:46.179] [SEVERE ] updating countdown to 57428
[10:05:46.200] [SEVERE ] updating countdown to 57407
[10:05:46.222] [SEVERE ] updating countdown to 57385
[10:05:46.248] [SEVERE ] updating countdown to 57359
[10:05:46.275] [SEVERE ] updating countdown to 57332
[10:05:46.297] [SEVERE ] updating countdown to 57310
[10:05:46.318] [SEVERE ] updating countdown to 57289
[10:05:46.340] [SEVERE ] updating countdown to 57267
[10:05:46.362] [SEVERE ] updating countdown to 57245
[10:05:46.389] [SEVERE ] updating countdown to 57218
[10:05:46.411] [SEVERE ] updating countdown to 57196
[10:05:46.433] [SEVERE ] updating countdown to 57174
[10:05:46.455] [SEVERE ] updating countdown to 57152
[10:05:46.480] [SEVERE ] updating countdown to 57127
[10:05:46.516] [SEVERE ] updating countdown to 57091
[10:05:46.543] [SEVERE ] updating countdown to 57064
[10:05:46.567] [SEVERE ] updating countdown to 57040
[10:05:46.589] [SEVERE ] updating countdown to 57018
[10:05:46.613] [SEVERE ] updating countdown to 56994
[10:05:46.639] [SEVERE ] updating countdown to 56968
[10:05:46.665] [SEVERE ] updating countdown to 56942
[10:05:46.691] [SEVERE ] updating countdown to 56916
[10:05:46.713] [SEVERE ] updating countdown to 56894
[10:05:46.737] [SEVERE ] updating countdown to 56870
[10:05:46.763] [SEVERE ] updating countdown to 56844
[10:05:46.786] [SEVERE ] updating countdown to 56821
[10:05:46.810] [SEVERE ] updating countdown to 56797
[10:05:46.832] [SEVERE ] updating countdown to 56775
[10:05:46.855] [SEVERE ] updating countdown to 56752
[10:05:46.876] [SEVERE ] updating countdown to 56731
[10:05:46.898] [SEVERE ] updating countdown to 56709
[10:05:46.923] [SEVERE ] updating countdown to 56684
[10:05:46.946] [SEVERE ] updating countdown to 56661
[10:05:46.968] [SEVERE ] updating countdown to 56639
[10:05:46.991] [SEVERE ] updating countdown to 56616
[10:05:47.013] [SEVERE ] updating countdown to 56594
[10:05:47.039] [SEVERE ] updating countdown to 56568
[10:05:47.062] [SEVERE ] updating countdown to 56545
[10:05:47.086] [SEVERE ] updating countdown to 56521
[10:05:47.110] [SEVERE ] updating countdown to 56497
[10:05:47.136] [SEVERE ] updating countdown to 56471
[10:05:47.158] [SEVERE ] updating countdown to 56449
[10:05:47.184] [SEVERE ] updating countdown to 56423
[10:05:47.206] [SEVERE ] updating countdown to 56401
[10:05:47.228] [SEVERE ] updating countdown to 56379
[10:05:47.253] [SEVERE ] updating countdown to 56354
[10:05:47.279] [SEVERE ] updating countdown to 56328
[10:05:47.300] [SEVERE ] updating countdown to 56307
[10:05:47.325] [SEVERE ] updating countdown to 56282
[10:05:47.351] [SEVERE ] updating countdown to 56256
[10:05:47.373] [SEVERE ] updating countdown to 56234
[10:05:47.399] [SEVERE ] updating countdown to 56208
[10:05:47.423] [SEVERE ] updating countdown to 56184
[10:05:47.449] [SEVERE ] updating countdown to 56158
[10:05:47.472] [SEVERE ] updating countdown to 56135
[10:05:47.493] [SEVERE ] updating countdown to 56114
[10:05:47.515] [SEVERE ] updating countdown to 56092
[10:05:47.540] [SEVERE ] updating countdown to 56067
[10:05:47.561] [SEVERE ] updating countdown to 56046
[10:05:47.583] [SEVERE ] updating countdown to 56024
[10:05:47.609] [SEVERE ] updating countdown to 55998
[10:05:47.632] [SEVERE ] updating countdown to 55975
[10:05:47.654] [SEVERE ] updating countdown to 55953
[10:05:47.676] [SEVERE ] updating countdown to 55931
[10:05:47.697] [SEVERE ] updating countdown to 55910
[10:05:47.718] [SEVERE ] updating countdown to 55889
[10:05:47.743] [SEVERE ] updating countdown to 55864
[10:05:47.768] [SEVERE ] updating countdown to 55839
[10:05:47.794] [SEVERE ] updating countdown to 55813
[10:05:47.819] [SEVERE ] updating countdown to 55788
[10:05:47.845] [SEVERE ] updating countdown to 55762
[10:05:47.868] [SEVERE ] updating countdown to 55739
[10:05:47.891] [SEVERE ] updating countdown to 55716
[10:05:47.913] [SEVERE ] updating countdown to 55694
[10:05:47.935] [SEVERE ] updating countdown to 55672
[10:05:47.956] [SEVERE ] updating countdown to 55651
[10:05:47.978] [SEVERE ] updating countdown to 55629
[10:05:48.003] [SEVERE ] updating countdown to 55604
[10:05:48.028] [SEVERE ] updating countdown to 55579
[10:05:48.052] [SEVERE ] updating countdown to 55555
[10:05:48.077] [SEVERE ] updating countdown to 55530
[10:05:48.099] [SEVERE ] updating countdown to 55508
[10:05:48.120] [SEVERE ] updating countdown to 55487
[10:05:48.142] [SEVERE ] updating countdown to 55465
[10:05:48.163] [SEVERE ] updating countdown to 55444
[10:05:48.184] [SEVERE ] updating countdown to 55423
[10:05:48.206] [SEVERE ] updating countdown to 55401
[10:05:48.227] [SEVERE ] updating countdown to 55380
[10:05:48.248] [SEVERE ] updating countdown to 55359
[10:05:48.269] [SEVERE ] updating countdown to 55338
[10:05:48.290] [SEVERE ] updating countdown to 55317
[10:05:48.311] [SEVERE ] updating countdown to 55296
[10:05:48.334] [SEVERE ] updating countdown to 55273
[10:05:48.355] [SEVERE ] updating countdown to 55252
[10:05:48.378] [SEVERE ] updating countdown to 55229
[10:05:48.400] [SEVERE ] updating countdown to 55207
[10:05:48.421] [SEVERE ] updating countdown to 55186
[10:05:48.443] [SEVERE ] updating countdown to 55164
[10:05:48.465] [SEVERE ] updating countdown to 55143
[10:05:48.486] [SEVERE ] updating countdown to 55121
[10:05:48.507] [SEVERE ] updating countdown to 55100
[10:05:48.528] [SEVERE ] updating countdown to 55079
[10:05:48.550] [SEVERE ] updating countdown to 55057
[10:05:48.572] [SEVERE ] updating countdown to 55035
[10:05:48.594] [SEVERE ] updating countdown to 55013
[10:05:48.617] [SEVERE ] updating countdown to 54990
[10:05:48.639] [SEVERE ] updating countdown to 54968
[10:05:48.661] [SEVERE ] updating countdown to 54946
[10:05:48.681] [SEVERE ] updating countdown to 54926
[10:05:48.702] [SEVERE ] updating countdown to 54905
[10:05:48.723] [SEVERE ] updating countdown to 54884
[10:05:48.748] [SEVERE ] updating countdown to 54859
[10:05:48.770] [SEVERE ] updating countdown to 54837
[10:05:48.790] [SEVERE ] updating countdown to 54817
[10:05:48.812] [SEVERE ] updating countdown to 54795
[10:05:48.834] [SEVERE ] updating countdown to 54773
[10:05:48.855] [SEVERE ] updating countdown to 54752
[10:05:48.876] [SEVERE ] updating countdown to 54731
[10:05:48.898] [SEVERE ] updating countdown to 54709
[10:05:48.920] [SEVERE ] updating countdown to 54687
[10:05:48.942] [SEVERE ] updating countdown to 54665
[10:05:48.964] [SEVERE ] updating countdown to 54643
[10:05:48.988] [SEVERE ] updating countdown to 54620
[10:05:49.009] [SEVERE ] updating countdown to 54598
[10:05:49.031] [SEVERE ] updating countdown to 54576
[10:05:49.053] [SEVERE ] updating countdown to 54554
[10:05:49.074] [SEVERE ] updating countdown to 54533
[10:05:49.095] [SEVERE ] updating countdown to 54512
[10:05:49.116] [SEVERE ] updating countdown to 54491
[10:05:49.137] [SEVERE ] updating countdown to 54470
[10:05:49.158] [SEVERE ] updating countdown to 54449
[10:05:49.180] [SEVERE ] updating countdown to 54427
[10:05:49.203] [SEVERE ] updating countdown to 54404
[10:05:49.225] [SEVERE ] updating countdown to 54382
[10:05:49.247] [SEVERE ] updating countdown to 54360
[10:05:49.269] [SEVERE ] updating countdown to 54338
[10:05:49.291] [SEVERE ] updating countdown to 54316
[10:05:49.313] [SEVERE ] updating countdown to 54294
[10:05:49.334] [SEVERE ] updating countdown to 54273
[10:05:49.356] [SEVERE ] updating countdown to 54251
[10:05:49.378] [SEVERE ] updating countdown to 54229
[10:05:49.400] [SEVERE ] updating countdown to 54207
[10:05:49.422] [SEVERE ] updating countdown to 54185
[10:05:49.442] [SEVERE ] updating countdown to 54165
[10:05:49.463] [SEVERE ] updating countdown to 54144
[10:05:49.484] [SEVERE ] updating countdown to 54123
[10:05:49.507] [SEVERE ] updating countdown to 54100
[10:05:49.528] [SEVERE ] updating countdown to 54079
[10:05:49.552] [SEVERE ] updating countdown to 54055
[10:05:49.574] [SEVERE ] updating countdown to 54033
[10:05:49.596] [SEVERE ] updating countdown to 54011
[10:05:49.617] [SEVERE ] updating countdown to 53990
[10:05:49.640] [SEVERE ] updating countdown to 53967
[10:05:49.662] [SEVERE ] updating countdown to 53945
[10:05:49.684] [SEVERE ] updating countdown to 53924
[10:05:49.704] [SEVERE ] updating countdown to 53903
[10:05:49.725] [SEVERE ] updating countdown to 53882
[10:05:49.747] [SEVERE ] updating countdown to 53860
[10:05:49.767] [SEVERE ] updating countdown to 53840
[10:05:49.790] [SEVERE ] updating countdown to 53817
[10:05:49.813] [SEVERE ] updating countdown to 53794
[10:05:49.835] [SEVERE ] updating countdown to 53772
[10:05:49.857] [SEVERE ] updating countdown to 53750
[10:05:49.878] [SEVERE ] updating countdown to 53729
[10:05:49.899] [SEVERE ] updating countdown to 53708
[10:05:49.920] [SEVERE ] updating countdown to 53687
[10:05:49.941] [SEVERE ] updating countdown to 53666
[10:05:49.962] [SEVERE ] updating countdown to 53645
[10:05:49.983] [SEVERE ] updating countdown to 53624
[10:05:50.005] [SEVERE ] updating countdown to 53602
[10:05:50.027] [SEVERE ] updating countdown to 53580
[10:05:50.048] [SEVERE ] updating countdown to 53559
[10:05:50.070] [SEVERE ] updating countdown to 53537
[10:05:50.092] [SEVERE ] updating countdown to 53515
[10:05:50.114] [SEVERE ] updating countdown to 53493
[10:05:50.136] [SEVERE ] updating countdown to 53471
[10:05:50.160] [SEVERE ] updating countdown to 53447
[10:05:50.182] [SEVERE ] updating countdown to 53425
[10:05:50.202] [SEVERE ] updating countdown to 53405
[10:05:50.223] [SEVERE ] updating countdown to 53384
[10:05:50.244] [SEVERE ] updating countdown to 53363
[10:05:50.265] [SEVERE ] updating countdown to 53342
[10:05:50.286] [SEVERE ] updating countdown to 53321
[10:05:50.307] [SEVERE ] updating countdown to 53300
[10:05:50.328] [SEVERE ] updating countdown to 53279
[10:05:50.349] [SEVERE ] updating countdown to 53258
[10:05:50.370] [SEVERE ] updating countdown to 53237
[10:05:50.391] [SEVERE ] updating countdown to 53216
[10:05:50.413] [SEVERE ] updating countdown to 53194
[10:05:50.434] [SEVERE ] updating countdown to 53173
[10:05:50.455] [SEVERE ] updating countdown to 53152
[10:05:50.477] [SEVERE ] updating countdown to 53130
[10:05:50.498] [SEVERE ] updating countdown to 53109
[10:05:50.518] [SEVERE ] updating countdown to 53089
[10:05:50.539] [SEVERE ] updating countdown to 53068
[10:05:50.560] [SEVERE ] updating countdown to 53047
[10:05:50.581] [SEVERE ] updating countdown to 53026
[10:05:50.602] [SEVERE ] updating countdown to 53005
[10:05:50.623] [SEVERE ] updating countdown to 52984
[10:05:50.646] [SEVERE ] updating countdown to 52961
[10:05:50.666] [SEVERE ] updating countdown to 52941
[10:05:50.687] [SEVERE ] updating countdown to 52920
[10:05:50.708] [SEVERE ] updating countdown to 52899
[10:05:50.729] [SEVERE ] updating countdown to 52878
[10:05:50.750] [SEVERE ] updating countdown to 52857
[10:05:50.771] [SEVERE ] updating countdown to 52836
[10:05:50.792] [SEVERE ] updating countdown to 52815
[10:05:50.813] [SEVERE ] updating countdown to 52794
[10:05:50.834] [SEVERE ] updating countdown to 52773
[10:05:50.855] [SEVERE ] updating countdown to 52752
[10:05:50.875] [SEVERE ] updating countdown to 52732
[10:05:50.896] [SEVERE ] updating countdown to 52711
[10:05:50.917] [SEVERE ] updating countdown to 52690
[10:05:50.938] [SEVERE ] updating countdown to 52669
[10:05:50.959] [SEVERE ] updating countdown to 52648
[10:05:50.980] [SEVERE ] updating countdown to 52627
[10:05:51.002] [SEVERE ] updating countdown to 52605
[10:05:51.025] [SEVERE ] updating countdown to 52582
[10:05:51.045] [SEVERE ] updating countdown to 52562
[10:05:51.067] [SEVERE ] updating countdown to 52540
[10:05:51.088] [SEVERE ] updating countdown to 52519
[10:05:51.109] [SEVERE ] updating countdown to 52498
[10:05:51.130] [SEVERE ] updating countdown to 52477
[10:05:51.151] [SEVERE ] updating countdown to 52456
[10:05:51.172] [SEVERE ] updating countdown to 52435
[10:05:51.193] [SEVERE ] updating countdown to 52414
[10:05:51.214] [SEVERE ] updating countdown to 52393
[10:05:51.235] [SEVERE ] updating countdown to 52372
[10:05:51.256] [SEVERE ] updating countdown to 52351
[10:05:51.277] [SEVERE ] updating countdown to 52330
[10:05:51.299] [SEVERE ] updating countdown to 52308
[10:05:51.320] [SEVERE ] updating countdown to 52287
[10:05:51.342] [SEVERE ] updating countdown to 52265
[10:05:51.363] [SEVERE ] updating countdown to 52244
[10:05:51.384] [SEVERE ] updating countdown to 52223
[10:05:51.406] [SEVERE ] updating countdown to 52201
[10:05:51.428] [SEVERE ] updating countdown to 52179
[10:05:51.449] [SEVERE ] updating countdown to 52158
[10:05:51.470] [SEVERE ] updating countdown to 52137
[10:05:51.492] [SEVERE ] updating countdown to 52115
[10:05:51.512] [SEVERE ] updating countdown to 52095
[10:05:51.534] [SEVERE ] updating countdown to 52073
[10:05:51.556] [SEVERE ] updating countdown to 52051
[10:05:51.577] [SEVERE ] updating countdown to 52030
[10:05:51.598] [SEVERE ] updating countdown to 52009
[10:05:51.620] [SEVERE ] updating countdown to 51987
[10:05:51.642] [SEVERE ] updating countdown to 51966
[10:05:51.662] [SEVERE ] updating countdown to 51945
[10:05:51.683] [SEVERE ] updating countdown to 51924
[10:05:51.704] [SEVERE ] updating countdown to 51903
[10:05:51.725] [SEVERE ] updating countdown to 51882
[10:05:51.747] [SEVERE ] updating countdown to 51860
[10:05:51.768] [SEVERE ] updating countdown to 51839
[10:05:51.789] [SEVERE ] updating countdown to 51818
[10:05:51.811] [SEVERE ] updating countdown to 51796
[10:05:51.831] [SEVERE ] updating countdown to 51776
[10:05:51.852] [SEVERE ] updating countdown to 51755
[10:05:51.873] [SEVERE ] updating countdown to 51734
[10:05:51.894] [SEVERE ] updating countdown to 51713
[10:05:51.915] [SEVERE ] updating countdown to 51692
[10:05:51.936] [SEVERE ] updating countdown to 51671
[10:05:51.957] [SEVERE ] updating countdown to 51650
[10:05:51.978] [SEVERE ] updating countdown to 51629
[10:05:51.999] [SEVERE ] updating countdown to 51608
[10:05:52.020] [SEVERE ] updating countdown to 51587
[10:05:52.041] [SEVERE ] updating countdown to 51566
[10:05:52.062] [SEVERE ] updating countdown to 51545
[10:05:52.082] [SEVERE ] updating countdown to 51525
[10:05:52.108] [SEVERE ] updating countdown to 51499
[10:05:52.129] [SEVERE ] updating countdown to 51478
[10:05:52.150] [SEVERE ] updating countdown to 51457
[10:05:52.171] [SEVERE ] updating countdown to 51436
[10:05:52.193] [SEVERE ] updating countdown to 51414
[10:05:52.213] [SEVERE ] updating countdown to 51394
[10:05:52.234] [SEVERE ] updating countdown to 51373
[10:05:52.255] [SEVERE ] updating countdown to 51352
[10:05:52.276] [SEVERE ] updating countdown to 51331
[10:05:52.297] [SEVERE ] updating countdown to 51310
[10:05:52.318] [SEVERE ] updating countdown to 51289
[10:05:52.339] [SEVERE ] updating countdown to 51268
[10:05:52.360] [SEVERE ] updating countdown to 51247
[10:05:52.381] [SEVERE ] updating countdown to 51226
[10:05:52.403] [SEVERE ] updating countdown to 51204
[10:05:52.424] [SEVERE ] updating countdown to 51183
[10:05:52.445] [SEVERE ] updating countdown to 51162
[10:05:52.467] [SEVERE ] updating countdown to 51140
[10:05:52.488] [SEVERE ] updating countdown to 51119
[10:05:52.510] [SEVERE ] updating countdown to 51097
[10:05:52.532] [SEVERE ] updating countdown to 51075
[10:05:52.553] [SEVERE ] updating countdown to 51054
[10:05:52.575] [SEVERE ] updating countdown to 51032
[10:05:52.597] [SEVERE ] updating countdown to 51010
[10:05:52.618] [SEVERE ] updating countdown to 50989
[10:05:52.639] [SEVERE ] updating countdown to 50968
[10:05:52.660] [SEVERE ] updating countdown to 50947
[10:05:52.685] [SEVERE ] updating countdown to 50922
[10:05:52.710] [SEVERE ] updating countdown to 50897
[10:05:52.731] [SEVERE ] updating countdown to 50876
[10:05:52.752] [SEVERE ] updating countdown to 50855
[10:05:52.778] [SEVERE ] updating countdown to 50829
[10:05:52.804] [SEVERE ] updating countdown to 50803
[10:05:52.828] [SEVERE ] updating countdown to 50779
[10:05:52.854] [SEVERE ] updating countdown to 50753
[10:05:52.878] [SEVERE ] updating countdown to 50729
[10:05:52.900] [SEVERE ] updating countdown to 50707
[10:05:52.926] [SEVERE ] updating countdown to 50681
[10:05:52.947] [SEVERE ] updating countdown to 50660
[10:05:52.968] [SEVERE ] updating countdown to 50639
[10:05:52.989] [SEVERE ] updating countdown to 50618
[10:05:53.010] [SEVERE ] updating countdown to 50597
[10:05:53.032] [SEVERE ] updating countdown to 50575
[10:05:53.058] [SEVERE ] updating countdown to 50549
[10:05:53.080] [SEVERE ] updating countdown to 50527
[10:05:53.105] [SEVERE ] updating countdown to 50502
[10:05:53.131] [SEVERE ] updating countdown to 50476
[10:05:53.156] [SEVERE ] updating countdown to 50451
[10:05:53.179] [SEVERE ] updating countdown to 50428
[10:05:53.205] [SEVERE ] updating countdown to 50402
[10:05:53.226] [SEVERE ] updating countdown to 50381
[10:05:53.247] [SEVERE ] updating countdown to 50360
[10:05:53.268] [SEVERE ] updating countdown to 50339
[10:05:53.290] [SEVERE ] updating countdown to 50317
[10:05:53.310] [SEVERE ] updating countdown to 50297
[10:05:53.332] [SEVERE ] updating countdown to 50275
[10:05:53.355] [SEVERE ] updating countdown to 50252
[10:05:53.376] [SEVERE ] updating countdown to 50231
[10:05:53.402] [SEVERE ] updating countdown to 50205
[10:05:53.428] [SEVERE ] updating countdown to 50179
[10:05:53.449] [SEVERE ] updating countdown to 50158
[10:05:53.470] [SEVERE ] updating countdown to 50137
[10:05:53.496] [SEVERE ] updating countdown to 50111
[10:05:53.517] [SEVERE ] updating countdown to 50090
[10:05:53.539] [SEVERE ] updating countdown to 50068
[10:05:53.561] [SEVERE ] updating countdown to 50046
[10:05:53.587] [SEVERE ] updating countdown to 50020
[10:05:53.610] [SEVERE ] updating countdown to 49998
[10:05:53.631] [SEVERE ] updating countdown to 49976
[10:05:53.654] [SEVERE ] updating countdown to 49953
[10:05:53.678] [SEVERE ] updating countdown to 49929
[10:05:53.704] [SEVERE ] updating countdown to 49903
[10:05:53.727] [SEVERE ] updating countdown to 49880
[10:05:53.747] [SEVERE ] updating countdown to 49860
[10:05:53.770] [SEVERE ] updating countdown to 49837
[10:05:53.790] [SEVERE ] updating countdown to 49817
[10:05:53.797] [SEVERE ] key 44 was pressed by player 2
[10:05:53.798] [SEVERE ] player 2 placing token on slot 9
[10:05:53.811] [SEVERE ] updating countdown to 49796
[10:05:53.835] [SEVERE ] updating countdown to 49772
[10:05:53.856] [SEVERE ] updating countdown to 49751
[10:05:53.878] [SEVERE ] updating countdown to 49729
[10:05:53.899] [SEVERE ] updating countdown to 49708
[10:05:53.923] [SEVERE ] updating countdown to 49685
[10:05:53.945] [SEVERE ] updating countdown to 49662
[10:05:53.966] [SEVERE ] updating countdown to 49641
[10:05:53.991] [SEVERE ] updating countdown to 49616
[10:05:54.013] [SEVERE ] updating countdown to 49594
[10:05:54.037] [SEVERE ] updating countdown to 49570
[10:05:54.059] [SEVERE ] updating countdown to 49548
[10:05:54.085] [SEVERE ] updating countdown to 49522
[10:05:54.108] [SEVERE ] updating countdown to 49499
[10:05:54.131] [SEVERE ] updating countdown to 49476
[10:05:54.154] [SEVERE ] updating countdown to 49453
[10:05:54.180] [SEVERE ] updating countdown to 49427
[10:05:54.203] [SEVERE ] updating countdown to 49404
[10:05:54.225] [SEVERE ] updating countdown to 49382
[10:05:54.248] [SEVERE ] updating countdown to 49359
[10:05:54.270] [SEVERE ] updating countdown to 49337
[10:05:54.292] [SEVERE ] updating countdown to 49315
[10:05:54.318] [SEVERE ] updating countdown to 49289
[10:05:54.339] [SEVERE ] updating countdown to 49268
[10:05:54.363] [SEVERE ] updating countdown to 49244
[10:05:54.387] [SEVERE ] updating countdown to 49220
[10:05:54.413] [SEVERE ] updating countdown to 49194
[10:05:54.435] [SEVERE ] updating countdown to 49172
[10:05:54.457] [SEVERE ] updating countdown to 49150
[10:05:54.477] [SEVERE ] updating countdown to 49130
[10:05:54.499] [SEVERE ] updating countdown to 49108
[10:05:54.521] [SEVERE ] updating countdown to 49086
[10:05:54.541] [SEVERE ] updating countdown to 49066
[10:05:54.562] [SEVERE ] updating countdown to 49045
[10:05:54.583] [SEVERE ] updating countdown to 49024
[10:05:54.606] [SEVERE ] updating countdown to 49001
[10:05:54.641] [SEVERE ] updating countdown to 48966
[10:05:54.665] [SEVERE ] updating countdown to 48942
[10:05:54.687] [SEVERE ] updating countdown to 48920
[10:05:54.708] [SEVERE ] updating countdown to 48899
[10:05:54.730] [SEVERE ] updating countdown to 48877
[10:05:54.752] [SEVERE ] updating countdown to 48855
[10:05:54.774] [SEVERE ] updating countdown to 48833
[10:05:54.795] [SEVERE ] updating countdown to 48812
[10:05:54.816] [SEVERE ] updating countdown to 48791
[10:05:54.836] [SEVERE ] updating countdown to 48771
[10:05:54.860] [SEVERE ] updating countdown to 48747
[10:05:54.881] [SEVERE ] updating countdown to 48726
[10:05:54.903] [SEVERE ] updating countdown to 48704
[10:05:54.925] [SEVERE ] updating countdown to 48682
[10:05:54.946] [SEVERE ] updating countdown to 48661
[10:05:54.950] [SEVERE ] key 44 was pressed by player 2
[10:05:54.951] [SEVERE ] removing player 2 token from slot 9
[10:05:54.968] [SEVERE ] updating countdown to 48639
[10:05:54.992] [SEVERE ] updating countdown to 48615
[10:05:55.013] [SEVERE ] updating countdown to 48594
[10:05:55.035] [SEVERE ] updating countdown to 48572
[10:05:55.057] [SEVERE ] updating countdown to 48550
[10:05:55.078] [SEVERE ] updating countdown to 48529
[10:05:55.100] [SEVERE ] updating countdown to 48507
[10:05:55.120] [SEVERE ] updating countdown to 48487
[10:05:55.142] [SEVERE ] updating countdown to 48465
[10:05:55.164] [SEVERE ] updating countdown to 48443
[10:05:55.186] [SEVERE ] updating countdown to 48421
[10:05:55.206] [SEVERE ] updating countdown to 48401
[10:05:55.230] [SEVERE ] updating countdown to 48377
[10:05:55.252] [SEVERE ] updating countdown to 48355
[10:05:55.280] [SEVERE ] updating countdown to 48327
[10:05:55.312] [SEVERE ] updating countdown to 48295
[10:05:55.334] [SEVERE ] updating countdown to 48273
[10:05:55.355] [SEVERE ] updating countdown to 48252
[10:05:55.376] [SEVERE ] updating countdown to 48231
[10:05:55.397] [SEVERE ] updating countdown to 48210
[10:05:55.420] [SEVERE ] updating countdown to 48187
[10:05:55.442] [SEVERE ] updating countdown to 48165
[10:05:55.462] [SEVERE ] updating countdown to 48145
[10:05:55.483] [SEVERE ] updating countdown to 48124
[10:05:55.509] [SEVERE ] updating countdown to 48098
[10:05:55.532] [SEVERE ] updating countdown to 48075
[10:05:55.553] [SEVERE ] updating countdown to 48054
[10:05:55.574] [SEVERE ] updating countdown to 48033
[10:05:55.596] [SEVERE ] updating countdown to 48011
[10:05:55.618] [SEVERE ] updating countdown to 47989
[10:05:55.639] [SEVERE ] updating countdown to 47968
[10:05:55.661] [SEVERE ] updating countdown to 47946
[10:05:55.683] [SEVERE ] updating countdown to 47924
[10:05:55.705] [SEVERE ] updating countdown to 47902
[10:05:55.730] [SEVERE ] updating countdown to 47877
[10:05:55.752] [SEVERE ] updating countdown to 47856
