[11:52:03.046] [INFO   ] thread main starting.
[11:52:03.051] [SEVERE ] cannot read configuration file config.properties trying from resources.
[11:52:03.052] [SEVERE ] configuration file was loaded from resources directory.
[11:52:03.385] [INFO   ] thread dealer starting.
[11:52:05.083] [SEVERE ] updating countdown to 58310
[11:52:05.104] [SEVERE ] updating countdown to 58289
[11:52:05.126] [SEVERE ] updating countdown to 58267
[11:52:05.147] [SEVERE ] updating countdown to 58246
[11:52:05.168] [SEVERE ] updating countdown to 58225
[11:52:05.189] [SEVERE ] updating countdown to 58204
[11:52:05.211] [SEVERE ] updating countdown to 58182
[11:52:05.233] [SEVERE ] updating countdown to 58160
[11:52:05.256] [SEVERE ] updating countdown to 58137
[11:52:05.278] [SEVERE ] updating countdown to 58115
[11:52:05.299] [SEVERE ] updating countdown to 58094
[11:52:05.320] [SEVERE ] updating countdown to 58073
[11:52:05.341] [SEVERE ] updating countdown to 58052
[11:52:05.362] [SEVERE ] updating countdown to 58031
[11:52:05.383] [SEVERE ] updating countdown to 58010
[11:52:05.405] [SEVERE ] updating countdown to 57988
[11:52:05.426] [SEVERE ] updating countdown to 57967
[11:52:05.447] [SEVERE ] updating countdown to 57946
[11:52:05.468] [SEVERE ] updating countdown to 57925
[11:52:05.490] [SEVERE ] updating countdown to 57903
[11:52:05.511] [SEVERE ] updating countdown to 57882
[11:52:05.533] [SEVERE ] updating countdown to 57860
[11:52:05.555] [SEVERE ] updating countdown to 57838
[11:52:05.576] [SEVERE ] updating countdown to 57817
[11:52:05.597] [SEVERE ] updating countdown to 57796
[11:52:05.621] [SEVERE ] updating countdown to 57772
[11:52:05.642] [SEVERE ] updating countdown to 57751
[11:52:05.663] [SEVERE ] updating countdown to 57730
[11:52:05.684] [SEVERE ] updating countdown to 57709
[11:52:05.705] [SEVERE ] updating countdown to 57688
[11:52:05.727] [SEVERE ] updating countdown to 57666
[11:52:05.748] [SEVERE ] updating countdown to 57645
[11:52:05.770] [SEVERE ] updating countdown to 57623
[11:52:05.791] [SEVERE ] updating countdown to 57602
[11:52:05.813] [SEVERE ] updating countdown to 57580
[11:52:05.834] [SEVERE ] updating countdown to 57559
[11:52:05.855] [SEVERE ] updating countdown to 57538
[11:52:05.876] [SEVERE ] updating countdown to 57517
[11:52:05.898] [SEVERE ] updating countdown to 57495
[11:52:05.919] [SEVERE ] updating countdown to 57474
[11:52:05.941] [SEVERE ] updating countdown to 57452
[11:52:05.963] [SEVERE ] updating countdown to 57430
[11:52:05.985] [SEVERE ] updating countdown to 57408
[11:52:06.006] [SEVERE ] updating countdown to 57387
[11:52:06.027] [SEVERE ] updating countdown to 57366
[11:52:06.048] [SEVERE ] updating countdown to 57345
[11:52:06.074] [SEVERE ] updating countdown to 57319
[11:52:06.096] [SEVERE ] updating countdown to 57297
[11:52:06.117] [SEVERE ] updating countdown to 57276
[11:52:06.138] [SEVERE ] updating countdown to 57255
[11:52:06.160] [SEVERE ] updating countdown to 57233
[11:52:06.186] [SEVERE ] updating countdown to 57207
[11:52:06.210] [SEVERE ] updating countdown to 57183
[11:52:06.232] [SEVERE ] updating countdown to 57161
[11:52:06.258] [SEVERE ] updating countdown to 57135
[11:52:06.284] [SEVERE ] updating countdown to 57109
[11:52:06.305] [SEVERE ] updating countdown to 57088
[11:52:06.331] [SEVERE ] updating countdown to 57062
[11:52:06.352] [SEVERE ] updating countdown to 57041
[11:52:06.373] [SEVERE ] updating countdown to 57020
[11:52:06.399] [SEVERE ] updating countdown to 56994
[11:52:06.425] [SEVERE ] updating countdown to 56968
[11:52:06.448] [SEVERE ] updating countdown to 56945
[11:52:06.474] [SEVERE ] updating countdown to 56919
[11:52:06.497] [SEVERE ] updating countdown to 56896
[11:52:06.520] [SEVERE ] updating countdown to 56873
[11:52:06.546] [SEVERE ] updating countdown to 56847
[11:52:06.568] [SEVERE ] updating countdown to 56825
[11:52:06.594] [SEVERE ] updating countdown to 56799
[11:52:06.615] [SEVERE ] updating countdown to 56778
[11:52:06.641] [SEVERE ] updating countdown to 56752
[11:52:06.662] [SEVERE ] updating countdown to 56731
[11:52:06.688] [SEVERE ] updating countdown to 56705
[11:52:06.710] [SEVERE ] updating countdown to 56683
[11:52:06.731] [SEVERE ] updating countdown to 56662
[11:52:06.753] [SEVERE ] updating countdown to 56640
[11:52:06.775] [SEVERE ] updating countdown to 56618
[11:52:06.801] [SEVERE ] updating countdown to 56592
[11:52:06.825] [SEVERE ] updating countdown to 56568
[11:52:06.846] [SEVERE ] updating countdown to 56547
[11:52:06.872] [SEVERE ] updating countdown to 56521
[11:52:06.895] [SEVERE ] updating countdown to 56498
[11:52:06.921] [SEVERE ] updating countdown to 56472
[11:52:06.943] [SEVERE ] updating countdown to 56450
[11:52:06.965] [SEVERE ] updating countdown to 56428
[11:52:06.986] [SEVERE ] updating countdown to 56407
[11:52:07.007] [SEVERE ] updating countdown to 56386
[11:52:07.028] [SEVERE ] updating countdown to 56365
[11:52:07.049] [SEVERE ] updating countdown to 56344
[11:52:07.070] [SEVERE ] updating countdown to 56323
[11:52:07.091] [SEVERE ] updating countdown to 56302
[11:52:07.112] [SEVERE ] updating countdown to 56281
[11:52:07.133] [SEVERE ] updating countdown to 56260
[11:52:07.154] [SEVERE ] updating countdown to 56239
[11:52:07.175] [SEVERE ] updating countdown to 56218
[11:52:07.196] [SEVERE ] updating countdown to 56197
[11:52:07.217] [SEVERE ] updating countdown to 56176
[11:52:07.243] [SEVERE ] updating countdown to 56150
[11:52:07.266] [SEVERE ] updating countdown to 56127
[11:52:07.290] [SEVERE ] updating countdown to 56103
[11:52:07.316] [SEVERE ] updating countdown to 56077
[11:52:07.337] [SEVERE ] updating countdown to 56056
[11:52:07.361] [SEVERE ] updating countdown to 56032
[11:52:07.382] [SEVERE ] updating countdown to 56011
[11:52:07.403] [SEVERE ] updating countdown to 55990
[11:52:07.429] [SEVERE ] updating countdown to 55964
[11:52:07.452] [SEVERE ] updating countdown to 55941
[11:52:07.474] [SEVERE ] updating countdown to 55919
[11:52:07.495] [SEVERE ] updating countdown to 55898
[11:52:07.516] [SEVERE ] updating countdown to 55877
[11:52:07.537] [SEVERE ] updating countdown to 55856
[11:52:07.558] [SEVERE ] updating countdown to 55835
[11:52:07.579] [SEVERE ] updating countdown to 55814
[11:52:07.600] [SEVERE ] updating countdown to 55793
[11:52:07.624] [SEVERE ] updating countdown to 55769
[11:52:07.646] [SEVERE ] updating countdown to 55747
[11:52:07.670] [SEVERE ] updating countdown to 55723
[11:52:07.696] [SEVERE ] updating countdown to 55697
[11:52:07.718] [SEVERE ] updating countdown to 55675
[11:52:07.743] [SEVERE ] updating countdown to 55650
[11:52:07.766] [SEVERE ] updating countdown to 55627
[11:52:07.788] [SEVERE ] updating countdown to 55605
[11:52:07.811] [SEVERE ] updating countdown to 55582
[11:52:07.833] [SEVERE ] updating countdown to 55560
[11:52:07.854] [SEVERE ] updating countdown to 55539
[11:52:07.880] [SEVERE ] updating countdown to 55513
[11:52:07.904] [SEVERE ] updating countdown to 55489
[11:52:07.925] [SEVERE ] updating countdown to 55468
[11:52:07.947] [SEVERE ] updating countdown to 55446
[11:52:07.973] [SEVERE ] updating countdown to 55420
[11:52:07.994] [SEVERE ] updating countdown to 55399
[11:52:08.020] [SEVERE ] updating countdown to 55373
[11:52:08.044] [SEVERE ] updating countdown to 55349
[11:52:08.069] [SEVERE ] updating countdown to 55324
[11:52:08.090] [SEVERE ] updating countdown to 55303
[11:52:08.113] [SEVERE ] updating countdown to 55280
[11:52:08.134] [SEVERE ] updating countdown to 55259
[11:52:08.156] [SEVERE ] updating countdown to 55238
[11:52:08.177] [SEVERE ] updating countdown to 55216
[11:52:08.197] [SEVERE ] updating countdown to 55196
[11:52:08.224] [SEVERE ] updating countdown to 55169
[11:52:08.246] [SEVERE ] updating countdown to 55147
[11:52:08.268] [SEVERE ] updating countdown to 55125
[11:52:08.292] [SEVERE ] updating countdown to 55101
[11:52:08.313] [SEVERE ] updating countdown to 55080
[11:52:08.335] [SEVERE ] updating countdown to 55058
[11:52:08.356] [SEVERE ] updating countdown to 55037
[11:52:08.378] [SEVERE ] updating countdown to 55015
[11:52:08.400] [SEVERE ] updating countdown to 54993
[11:52:08.422] [SEVERE ] updating countdown to 54971
[11:52:08.443] [SEVERE ] updating countdown to 54950
[11:52:08.465] [SEVERE ] updating countdown to 54928
[11:52:08.489] [SEVERE ] updating countdown to 54904
[11:52:08.510] [SEVERE ] updating countdown to 54883
[11:52:08.532] [SEVERE ] updating countdown to 54861
[11:52:08.558] [SEVERE ] updating countdown to 54835
[11:52:08.579] [SEVERE ] updating countdown to 54814
[11:52:08.601] [SEVERE ] updating countdown to 54792
[11:52:08.623] [SEVERE ] updating countdown to 54770
[11:52:08.647] [SEVERE ] updating countdown to 54746
[11:52:08.668] [SEVERE ] updating countdown to 54725
[11:52:08.690] [SEVERE ] updating countdown to 54703
[11:52:08.711] [SEVERE ] updating countdown to 54682
[11:52:08.732] [SEVERE ] updating countdown to 54661
[11:52:08.753] [SEVERE ] updating countdown to 54640
[11:52:08.774] [SEVERE ] updating countdown to 54619
[11:52:08.796] [SEVERE ] updating countdown to 54597
[11:52:08.817] [SEVERE ] updating countdown to 54576
[11:52:08.838] [SEVERE ] updating countdown to 54555
[11:52:08.859] [SEVERE ] updating countdown to 54534
[11:52:08.880] [SEVERE ] updating countdown to 54513
[11:52:08.901] [SEVERE ] updating countdown to 54492
[11:52:08.922] [SEVERE ] updating countdown to 54471
[11:52:08.943] [SEVERE ] updating countdown to 54450
[11:52:08.965] [SEVERE ] updating countdown to 54428
[11:52:08.986] [SEVERE ] updating countdown to 54407
[11:52:09.007] [SEVERE ] updating countdown to 54386
[11:52:09.028] [SEVERE ] updating countdown to 54365
[11:52:09.049] [SEVERE ] updating countdown to 54344
[11:52:09.075] [SEVERE ] updating countdown to 54318
[11:52:09.097] [SEVERE ] updating countdown to 54296
[11:52:09.118] [SEVERE ] updating countdown to 54275
[11:52:09.140] [SEVERE ] updating countdown to 54253
[11:52:09.163] [SEVERE ] updating countdown to 54230
[11:52:09.185] [SEVERE ] updating countdown to 54208
[11:52:09.207] [SEVERE ] updating countdown to 54186
[11:52:09.228] [SEVERE ] updating countdown to 54165
[11:52:09.250] [SEVERE ] updating countdown to 54143
[11:52:09.271] [SEVERE ] updating countdown to 54122
[11:52:09.294] [SEVERE ] updating countdown to 54099
[11:52:09.315] [SEVERE ] updating countdown to 54078
[11:52:09.341] [SEVERE ] updating countdown to 54052
[11:52:09.363] [SEVERE ] updating countdown to 54030
[11:52:09.386] [SEVERE ] updating countdown to 54007
[11:52:09.407] [SEVERE ] updating countdown to 53986
[11:52:09.431] [SEVERE ] updating countdown to 53962
[11:52:09.453] [SEVERE ] updating countdown to 53940
[11:52:09.478] [SEVERE ] updating countdown to 53915
[11:52:09.500] [SEVERE ] updating countdown to 53893
[11:52:09.522] [SEVERE ] updating countdown to 53871
[11:52:09.544] [SEVERE ] updating countdown to 53849
[11:52:09.567] [SEVERE ] updating countdown to 53826
[11:52:09.588] [SEVERE ] updating countdown to 53805
[11:52:09.609] [SEVERE ] updating countdown to 53784
[11:52:09.631] [SEVERE ] updating countdown to 53762
[11:52:09.652] [SEVERE ] updating countdown to 53741
[11:52:09.674] [SEVERE ] updating countdown to 53719
[11:52:09.699] [SEVERE ] updating countdown to 53694
[11:52:09.725] [SEVERE ] updating countdown to 53668
[11:52:09.749] [SEVERE ] updating countdown to 53645
[11:52:09.774] [SEVERE ] updating countdown to 53619
[11:52:09.799] [SEVERE ] updating countdown to 53594
[11:52:09.823] [SEVERE ] updating countdown to 53570
[11:52:09.846] [SEVERE ] updating countdown to 53547
[11:52:09.869] [SEVERE ] updating countdown to 53524
[11:52:09.893] [SEVERE ] updating countdown to 53500
[11:52:09.914] [SEVERE ] updating countdown to 53479
[11:52:09.935] [SEVERE ] updating countdown to 53458
[11:52:09.956] [SEVERE ] updating countdown to 53437
[11:52:09.977] [SEVERE ] updating countdown to 53416
[11:52:09.998] [SEVERE ] updating countdown to 53395
[11:52:10.019] [SEVERE ] updating countdown to 53374
[11:52:10.040] [SEVERE ] updating countdown to 53353
[11:52:10.061] [SEVERE ] updating countdown to 53332
[11:52:10.082] [SEVERE ] updating countdown to 53311
[11:52:10.103] [SEVERE ] updating countdown to 53290
[11:52:10.125] [SEVERE ] updating countdown to 53268
[11:52:10.146] [SEVERE ] updating countdown to 53247
[11:52:10.167] [SEVERE ] updating countdown to 53226
[11:52:10.188] [SEVERE ] updating countdown to 53205
[11:52:10.210] [SEVERE ] updating countdown to 53183
[11:52:10.236] [SEVERE ] updating countdown to 53157
[11:52:10.262] [SEVERE ] updating countdown to 53131
[11:52:10.288] [SEVERE ] updating countdown to 53105
[11:52:10.314] [SEVERE ] updating countdown to 53079
[11:52:10.337] [SEVERE ] updating countdown to 53056
[11:52:10.363] [SEVERE ] updating countdown to 53030
[11:52:10.384] [SEVERE ] updating countdown to 53009
[11:52:10.406] [SEVERE ] updating countdown to 52987
[11:52:10.427] [SEVERE ] updating countdown to 52966
[11:52:10.448] [SEVERE ] updating countdown to 52945
[11:52:10.469] [SEVERE ] updating countdown to 52924
[11:52:10.490] [SEVERE ] updating countdown to 52903
[11:52:10.512] [SEVERE ] updating countdown to 52881
[11:52:10.533] [SEVERE ] updating countdown to 52860
[11:52:10.554] [SEVERE ] updating countdown to 52839
[11:52:10.575] [SEVERE ] updating countdown to 52818
[11:52:10.597] [SEVERE ] updating countdown to 52796
[11:52:10.620] [SEVERE ] updating countdown to 52773
[11:52:10.646] [SEVERE ] updating countdown to 52747
[11:52:10.670] [SEVERE ] updating countdown to 52723
[11:52:10.692] [SEVERE ] updating countdown to 52701
[11:52:10.716] [SEVERE ] updating countdown to 52677
[11:52:10.742] [SEVERE ] updating countdown to 52651
[11:52:10.768] [SEVERE ] updating countdown to 52625
[11:52:10.793] [SEVERE ] updating countdown to 52600
[11:52:10.819] [SEVERE ] updating countdown to 52574
[11:52:10.840] [SEVERE ] updating countdown to 52553
[11:52:10.862] [SEVERE ] updating countdown to 52531
[11:52:10.886] [SEVERE ] updating countdown to 52507
[11:52:10.909] [SEVERE ] updating countdown to 52484
[11:52:10.931] [SEVERE ] updating countdown to 52462
[11:52:10.953] [SEVERE ] updating countdown to 52440
[11:52:10.974] [SEVERE ] updating countdown to 52419
[11:52:10.996] [SEVERE ] updating countdown to 52397
[11:52:11.019] [SEVERE ] updating countdown to 52374
[11:52:11.042] [SEVERE ] updating countdown to 52351
[11:52:11.063] [SEVERE ] updating countdown to 52330
[11:52:11.087] [SEVERE ] updating countdown to 52306
[11:52:11.111] [SEVERE ] updating countdown to 52282
[11:52:11.133] [SEVERE ] updating countdown to 52260
[11:52:11.155] [SEVERE ] updating countdown to 52238
[11:52:11.177] [SEVERE ] updating countdown to 52216
[11:52:11.198] [SEVERE ] updating countdown to 52195
[11:52:11.218] [SEVERE ] updating countdown to 52175
[11:52:11.242] [SEVERE ] updating countdown to 52151
[11:52:11.268] [SEVERE ] updating countdown to 52125
[11:52:11.290] [SEVERE ] updating countdown to 52103
[11:52:11.313] [SEVERE ] updating countdown to 52081
[11:52:11.339] [SEVERE ] updating countdown to 52054
[11:52:11.362] [SEVERE ] updating countdown to 52031
[11:52:11.388] [SEVERE ] updating countdown to 52005
[11:52:11.412] [SEVERE ] updating countdown to 51981
[11:52:11.434] [SEVERE ] updating countdown to 51959
[11:52:11.456] [SEVERE ] updating countdown to 51937
[11:52:11.478] [SEVERE ] updating countdown to 51915
[11:52:11.504] [SEVERE ] updating countdown to 51889
[11:52:11.530] [SEVERE ] updating countdown to 51863
[11:52:11.551] [SEVERE ] updating countdown to 51842
[11:52:11.572] [SEVERE ] updating countdown to 51821
[11:52:11.594] [SEVERE ] updating countdown to 51799
[11:52:11.616] [SEVERE ] updating countdown to 51777
[11:52:11.640] [SEVERE ] updating countdown to 51753
[11:52:11.666] [SEVERE ] updating countdown to 51727
[11:52:11.692] [SEVERE ] updating countdown to 51701
[11:52:11.715] [SEVERE ] updating countdown to 51678
[11:52:11.741] [SEVERE ] updating countdown to 51652
[11:52:11.766] [SEVERE ] updating countdown to 51627
[11:52:11.788] [SEVERE ] updating countdown to 51605
[11:52:11.811] [SEVERE ] updating countdown to 51582
[11:52:11.835] [SEVERE ] updating countdown to 51558
[11:52:11.857] [SEVERE ] updating countdown to 51536
[11:52:11.878] [SEVERE ] updating countdown to 51515
[11:52:11.900] [SEVERE ] updating countdown to 51493
[11:52:11.921] [SEVERE ] updating countdown to 51472
[11:52:11.922] [SEVERE ] key 81 was pressed by player 1
[11:52:11.923] [SEVERE ] player 1 placing token on slot 0
[11:52:11.942] [SEVERE ] updating countdown to 51451
[11:52:11.965] [SEVERE ] updating countdown to 51428
[11:52:11.986] [SEVERE ] updating countdown to 51407
[11:52:12.012] [SEVERE ] updating countdown to 51381
[11:52:12.035] [SEVERE ] updating countdown to 51358
[11:52:12.061] [SEVERE ] updating countdown to 51332
[11:52:12.087] [SEVERE ] updating countdown to 51306
[11:52:12.109] [SEVERE ] updating countdown to 51284
[11:52:12.131] [SEVERE ] updating countdown to 51262
[11:52:12.152] [SEVERE ] updating countdown to 51241
[11:52:12.178] [SEVERE ] updating countdown to 51215
[11:52:12.204] [SEVERE ] updating countdown to 51189
[11:52:12.230] [SEVERE ] updating countdown to 51163
[11:52:12.256] [SEVERE ] updating countdown to 51137
[11:52:12.279] [SEVERE ] updating countdown to 51114
[11:52:12.305] [SEVERE ] updating countdown to 51088
[11:52:12.326] [SEVERE ] updating countdown to 51067
[11:52:12.352] [SEVERE ] updating countdown to 51041
[11:52:12.378] [SEVERE ] updating countdown to 51015
[11:52:12.404] [SEVERE ] updating countdown to 50989
[11:52:12.427] [SEVERE ] updating countdown to 50966
[11:52:12.453] [SEVERE ] updating countdown to 50940
[11:52:12.479] [SEVERE ] updating countdown to 50914
[11:52:12.505] [SEVERE ] updating countdown to 50888
[11:52:12.528] [SEVERE ] updating countdown to 50865
[11:52:12.553] [SEVERE ] updating countdown to 50840
[11:52:12.579] [SEVERE ] updating countdown to 50814
[11:52:12.604] [SEVERE ] updating countdown to 50789
[11:52:12.625] [SEVERE ] updating countdown to 50768
[11:52:12.649] [SEVERE ] updating countdown to 50744
[11:52:12.673] [SEVERE ] updating countdown to 50720
[11:52:12.694] [SEVERE ] updating countdown to 50699
[11:52:12.720] [SEVERE ] updating countdown to 50673
[11:52:12.741] [SEVERE ] updating countdown to 50652
[11:52:12.767] [SEVERE ] updating countdown to 50626
[11:52:12.788] [SEVERE ] updating countdown to 50605
[11:52:12.813] [SEVERE ] updating countdown to 50580
[11:52:12.839] [SEVERE ] updating countdown to 50554
[11:52:12.860] [SEVERE ] updating countdown to 50533
[11:52:12.883] [SEVERE ] updating countdown to 50510
[11:52:12.905] [SEVERE ] updating countdown to 50488
[11:52:12.928] [SEVERE ] updating countdown to 50465
[11:52:12.949] [SEVERE ] updating countdown to 50444
[11:52:12.971] [SEVERE ] updating countdown to 50422
[11:52:12.992] [SEVERE ] updating countdown to 50401
[11:52:13.013] [SEVERE ] updating countdown to 50380
[11:52:13.035] [SEVERE ] updating countdown to 50358
[11:52:13.057] [SEVERE ] updating countdown to 50336
[11:52:13.081] [SEVERE ] updating countdown to 50312
[11:52:13.102] [SEVERE ] updating countdown to 50291
[11:52:13.123] [SEVERE ] updating countdown to 50270
[11:52:13.144] [SEVERE ] updating countdown to 50249
[11:52:13.166] [SEVERE ] updating countdown to 50227
[11:52:13.187] [SEVERE ] updating countdown to 50206
[11:52:13.208] [SEVERE ] updating countdown to 50185
[11:52:13.229] [SEVERE ] updating countdown to 50164
[11:52:13.251] [SEVERE ] updating countdown to 50142
[11:52:13.272] [SEVERE ] updating countdown to 50121
[11:52:13.293] [SEVERE ] updating countdown to 50100
[11:52:13.314] [SEVERE ] updating countdown to 50079
[11:52:13.335] [SEVERE ] updating countdown to 50058
[11:52:13.356] [SEVERE ] updating countdown to 50037
[11:52:13.377] [SEVERE ] updating countdown to 50016
[11:52:13.398] [SEVERE ] updating countdown to 49995
[11:52:13.419] [SEVERE ] updating countdown to 49974
[11:52:13.440] [SEVERE ] updating countdown to 49953
[11:52:13.461] [SEVERE ] updating countdown to 49932
[11:52:13.482] [SEVERE ] updating countdown to 49911
[11:52:13.503] [SEVERE ] updating countdown to 49890
[11:52:13.524] [SEVERE ] updating countdown to 49869
[11:52:13.545] [SEVERE ] updating countdown to 49848
[11:52:13.566] [SEVERE ] updating countdown to 49827
[11:52:13.587] [SEVERE ] updating countdown to 49806
[11:52:13.608] [SEVERE ] updating countdown to 49785
[11:52:13.629] [SEVERE ] updating countdown to 49764
[11:52:13.650] [SEVERE ] updating countdown to 49743
[11:52:13.671] [SEVERE ] updating countdown to 49722
[11:52:13.692] [SEVERE ] updating countdown to 49701
[11:52:13.714] [SEVERE ] updating countdown to 49679
[11:52:13.734] [SEVERE ] updating countdown to 49659
[11:52:13.755] [SEVERE ] updating countdown to 49638
[11:52:13.776] [SEVERE ] updating countdown to 49617
[11:52:13.797] [SEVERE ] updating countdown to 49596
[11:52:13.818] [SEVERE ] updating countdown to 49575
[11:52:13.839] [SEVERE ] updating countdown to 49554
[11:52:13.860] [SEVERE ] updating countdown to 49533
[11:52:13.881] [SEVERE ] updating countdown to 49512
[11:52:13.902] [SEVERE ] updating countdown to 49491
[11:52:13.924] [SEVERE ] updating countdown to 49469
[11:52:13.945] [SEVERE ] updating countdown to 49448
[11:52:13.966] [SEVERE ] updating countdown to 49427
[11:52:13.987] [SEVERE ] updating countdown to 49406
[11:52:14.008] [SEVERE ] updating countdown to 49385
[11:52:14.029] [SEVERE ] updating countdown to 49364
[11:52:14.050] [SEVERE ] updating countdown to 49343
[11:52:14.071] [SEVERE ] updating countdown to 49322
[11:52:14.092] [SEVERE ] updating countdown to 49301
[11:52:14.113] [SEVERE ] updating countdown to 49280
[11:52:14.134] [SEVERE ] updating countdown to 49259
[11:52:14.155] [SEVERE ] updating countdown to 49238
[11:52:14.176] [SEVERE ] updating countdown to 49217
[11:52:14.197] [SEVERE ] updating countdown to 49196
[11:52:14.218] [SEVERE ] updating countdown to 49175
[11:52:14.240] [SEVERE ] updating countdown to 49153
[11:52:14.261] [SEVERE ] updating countdown to 49132
[11:52:14.282] [SEVERE ] updating countdown to 49111
[11:52:14.303] [SEVERE ] updating countdown to 49090
[11:52:14.324] [SEVERE ] updating countdown to 49069
[11:52:14.331] [SEVERE ] key 65 was pressed by player 1
[11:52:14.331] [SEVERE ] player 1 placing token on slot 4
[11:52:14.346] [SEVERE ] updating countdown to 49047
[11:52:14.367] [SEVERE ] updating countdown to 49026
[11:52:14.388] [SEVERE ] updating countdown to 49005
[11:52:14.409] [SEVERE ] updating countdown to 48984
[11:52:14.430] [SEVERE ] updating countdown to 48963
[11:52:14.451] [SEVERE ] updating countdown to 48942
[11:52:14.472] [SEVERE ] updating countdown to 48921
[11:52:14.493] [SEVERE ] updating countdown to 48900
[11:52:14.518] [SEVERE ] updating countdown to 48875
[11:52:14.541] [SEVERE ] updating countdown to 48852
[11:52:14.565] [SEVERE ] updating countdown to 48828
[11:52:14.587] [SEVERE ] updating countdown to 48806
[11:52:14.612] [SEVERE ] updating countdown to 48781
[11:52:14.633] [SEVERE ] updating countdown to 48760
[11:52:14.659] [SEVERE ] updating countdown to 48734
[11:52:14.682] [SEVERE ] updating countdown to 48711
[11:52:14.703] [SEVERE ] updating countdown to 48690
[11:52:14.729] [SEVERE ] updating countdown to 48664
[11:52:14.751] [SEVERE ] updating countdown to 48642
[11:52:14.777] [SEVERE ] updating countdown to 48616
[11:52:14.799] [SEVERE ] updating countdown to 48594
[11:52:14.825] [SEVERE ] updating countdown to 48568
[11:52:14.849] [SEVERE ] updating countdown to 48544
[11:52:14.872] [SEVERE ] updating countdown to 48521
[11:52:14.894] [SEVERE ] updating countdown to 48499
[11:52:14.915] [SEVERE ] updating countdown to 48478
[11:52:14.936] [SEVERE ] updating countdown to 48457
[11:52:14.946] [SEVERE ] key 90 was pressed by player 1
[11:52:14.946] [SEVERE ] player 1 placing token on slot 8
[11:52:14.947] [SEVERE ] removing player 1 token from slot 0
[11:52:14.947] [SEVERE ] removing player 1 token from slot 4
[11:52:14.947] [SEVERE ] removing player 1 token from slot 8
[11:52:14.949] [SEVERE ] setting player 1 freeze to 3000
[11:52:14.957] [SEVERE ] updating countdown to 48436
[11:52:14.980] [SEVERE ] updating countdown to 48413
[11:52:15.000] [SEVERE ] updating countdown to 48393
[11:52:15.026] [SEVERE ] updating countdown to 48367
[11:52:15.047] [SEVERE ] updating countdown to 48346
[11:52:15.069] [SEVERE ] updating countdown to 48324
[11:52:15.095] [SEVERE ] updating countdown to 48298
[11:52:15.118] [SEVERE ] updating countdown to 48275
[11:52:15.142] [SEVERE ] updating countdown to 48251
[11:52:15.163] [SEVERE ] updating countdown to 48230
[11:52:15.189] [SEVERE ] updating countdown to 48204
[11:52:15.215] [SEVERE ] updating countdown to 48178
[11:52:15.238] [SEVERE ] updating countdown to 48155
[11:52:15.264] [SEVERE ] updating countdown to 48129
[11:52:15.286] [SEVERE ] updating countdown to 48107
[11:52:15.312] [SEVERE ] updating countdown to 48081
[11:52:15.338] [SEVERE ] updating countdown to 48055
[11:52:15.364] [SEVERE ] updating countdown to 48029
[11:52:15.390] [SEVERE ] updating countdown to 48003
[11:52:15.413] [SEVERE ] updating countdown to 47980
[11:52:15.435] [SEVERE ] updating countdown to 47958
